Title,IMDb Rating,Year,Certificates,Director,Star Cast,Duration (minutes),Star Cast Lower,Star Cast List,Star Cast List Clean,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western,Director_Encoded
wish,0.3035714285714286,0.9814814814814814,PG,chris buck,"Jennifer Lee, Allison Moore, Chris Buck",0.1808118081180811,"jennifer lee, allison moore, chris buck","['jennifer lee', 'allison moore', 'chris buck']","['jennifer lee', 'allison moore', 'chris buck']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
madgaon express,0.5892857142857144,0.9907407407407408,R,kunal kemmu,"Divyendu Sharma, Pratik Gandhi, Avinash Tiwary",0.2594095940959409,"divyendu sharma, pratik gandhi, avinash tiwary","['divyendu sharma', 'pratik gandhi', 'avinash tiwary']","['divyendu sharma', 'pratik gandhi', 'avinash tiwary']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340
crew,0.3928571428571429,0.9907407407407408,R,rajesh a krishnan,"Tabu, Kareena Kapoor, Kriti Sanon",0.2594095940959409,"tabu, kareena kapoor, kriti sanon","['tabu', 'kareena kapoor', 'kriti sanon']","['tabu', 'kareena kapoor', 'kriti sanon']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892
miller's girl,0.2321428571428572,0.9907407407407408,R,jade halley bartlett,"Martin Freeman, Jenna Ortega, Bashir Salahuddin",0.1734317343173431,"martin freeman, jenna ortega, bashir salahuddin","['martin freeman', 'jenna ortega', 'bashir salahuddin']","['martin freeman', 'jenna ortega', 'bashir salahuddin']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944
wonka,0.5535714285714287,0.9814814814814814,PG,paul king,"Roald Dahl, Paul King, Simon Farnaby",0.2583025830258302,"roald dahl, paul king, simon farnaby","['roald dahl', 'paul king', 'simon farnaby']","['roald dahl', 'paul king', 'simon farnaby']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790
the coffee table,0.5178571428571429,0.9722222222222222,16+,caye casas,"David Pareja, Estefanía de los Santos, Josep Maria Riera",0.1660516605166052,"david pareja, estefanía de los santos, josep maria riera","['david pareja', 'estefanía de los santos', 'josep maria riera']","['david pareja', 'estefanía de los santos', 'josep maria riera']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
kung fu panda ,0.4285714285714286,0.9907407407407408,PG,mike mitchell,"Jonathan Aibel, Glenn Berger, Darren Lemke",0.1771217712177122,"jonathan aibel, glenn berger, darren lemke","['jonathan aibel', 'glenn berger', 'darren lemke']","['jonathan aibel', 'glenn berger', 'darren lemke']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629
anora,0.7142857142857144,0.9907407407407408,R,sean baker,"Mikey Madison, Mark Eydelshteyn, Yura Borisov",0.2594095940959409,"mikey madison, mark eydelshteyn, yura borisov","['mikey madison', 'mark eydelshteyn', 'yura borisov']","['mikey madison', 'mark eydelshteyn', 'yura borisov']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099
the holdovers,0.7142857142857144,0.9814814814814814,R,alexander payne,"Paul Giamatti, Da'Vine Joy Randolph, Dominic Sessa",0.3210332103321033,"paul giamatti, da'vine joy randolph, dominic sessa","['paul giamatti', ""da'vine joy randolph"", 'dominic sessa']","['paul giamatti', ""da'vine joy randolph"", 'dominic sessa']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
barbie,0.5178571428571429,0.9814814814814814,PG-13,greta gerwig,"Margot Robbie, Ryan Gosling, Issa Rae",0.2509225092250922,"margot robbie, ryan gosling, issa rae","['margot robbie', 'ryan gosling', 'issa rae']","['margot robbie', 'ryan gosling', 'issa rae']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823
argylle,0.3214285714285715,0.9907407407407408,PG-13,matthew vaughn,"Henry Cavill, Bryce Dallas Howard, Sam Rockwell",0.3431734317343173,"henry cavill, bryce dallas howard, sam rockwell","['henry cavill', 'bryce dallas howard', 'sam rockwell']","['henry cavill', 'bryce dallas howard', 'sam rockwell']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541
american fiction,0.642857142857143,0.9814814814814814,R,cord jefferson,"Jeffrey Wright, Tracee Ellis Ross, John Ortiz",0.2619926199261992,"jeffrey wright, tracee ellis ross, john ortiz","['jeffrey wright', 'tracee ellis ross', 'john ortiz']","['jeffrey wright', 'tracee ellis ross', 'john ortiz']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
bullet train,0.6071428571428572,0.9722222222222222,R,david leitch,"Brad Pitt, Joey King, Aaron Taylor-Johnson",0.2988929889298893,"brad pitt, joey king, aaron taylor-johnson","['brad pitt', 'joey king', 'aaron taylor-johnson']","['brad pitt', 'joey king', 'aaron taylor-johnson']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
beverly hills cop: axel f,0.5714285714285715,0.9907407407407408,R,mark molloy,"Will Beall, Tom Gormican, Kevin Etten",0.2546125461254612,"will beall, tom gormican, kevin etten","['will beall', 'tom gormican', 'kevin etten']","['will beall', 'tom gormican', 'kevin etten']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485
inside out ,0.5714285714285715,0.9907407407407408,PG,kelsey mann,"Amy Poehler, Phyllis Smith, Lewis Black",0.1992619926199262,"amy poehler, phyllis smith, lewis black","['amy poehler', 'phyllis smith', 'lewis black']","['amy poehler', 'phyllis smith', 'lewis black']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289
bad boys: ride or die,0.5714285714285715,0.9907407407407408,R,adil el arbi,"Will Smith, Martin Lawrence, Vanessa Hudgens",0.2594095940959409,"will smith, martin lawrence, vanessa hudgens","['will smith', 'martin lawrence', 'vanessa hudgens']","['will smith', 'martin lawrence', 'vanessa hudgens']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
beetlejuice,0.642857142857143,0.6574074074074074,PG,tim burton,"Michael Mc, Dowell, Larry Wilson, Warren Skaaren",0.1697416974169742,"michael mc, dowell, larry wilson, warren skaaren","['michael mc', 'dowell', 'larry wilson', 'warren skaaren']","['michael mc', 'dowell', 'larry wilson', 'warren skaaren']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297
hit man,0.6250000000000002,0.9814814814814814,R,richard linklater,"Adria Arjona, Glen Powell, Retta",0.2546125461254612,"adria arjona, glen powell, retta","['adria arjona', 'glen powell', 'retta']","['adria arjona', 'glen powell', 'retta']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939
laapataa ladies,0.8214285714285716,0.9814814814814814,R,kiran rao,"Nitanshi Goel, Pratibha Ranta, Sparsh Shrivastava",0.2594095940959409,"nitanshi goel, pratibha ranta, sparsh shrivastava","['nitanshi goel', 'pratibha ranta', 'sparsh shrivastava']","['nitanshi goel', 'pratibha ranta', 'sparsh shrivastava']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327
ghostbusters: frozen empire,0.4107142857142858,0.9907407407407408,PG-13,gil kenan,"Gil Kenan, Jason Reitman, Ivan Reitman",0.2546125461254612,"gil kenan, jason reitman, ivan reitman","['gil kenan', 'jason reitman', 'ivan reitman']","['gil kenan', 'jason reitman', 'ivan reitman']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787
a simple favor,0.5178571428571429,0.9351851851851852,R,paul feig,"Anna Kendrick, Blake Lively, Henry Golding",0.2619926199261992,"anna kendrick, blake lively, henry golding","['anna kendrick', 'blake lively', 'henry golding']","['anna kendrick', 'blake lively', 'henry golding']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785
poor things,0.7142857142857144,0.9814814814814814,R,yorgos lanthimos,"Emma Stone, Mark Ruffalo, Willem Dafoe",0.3505535055350554,"emma stone, mark ruffalo, willem dafoe","['emma stone', 'mark ruffalo', 'willem dafoe']","['emma stone', 'mark ruffalo', 'willem dafoe']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459
thelma the unicorn,0.3392857142857143,0.9907407407407408,PG,jared hess,"Brittany Howard, Will Forte, Jon Heder",0.1734317343173431,"brittany howard, will forte, jon heder","['brittany howard', 'will forte', 'jon heder']","['brittany howard', 'will forte', 'jon heder']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006
unfrosted,0.2857142857142858,0.9907407407407408,PG-13,jerry seinfeld,"Jerry Seinfeld, Spike Feresten, Andy Robin",0.1881918819188192,"jerry seinfeld, spike feresten, andy robin","['jerry seinfeld', 'spike feresten', 'andy robin']","['jerry seinfeld', 'spike feresten', 'andy robin']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057
emilia perez,0.5892857142857144,0.9907407407407408,R,jacques audiard,"Jacques Audiard, Thomas Bidegain, Nicolas Livecchi",0.2594095940959409,"jacques audiard, thomas bidegain, nicolas livecchi","['jacques audiard', 'thomas bidegain', 'nicolas livecchi']","['jacques audiard', 'thomas bidegain', 'nicolas livecchi']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941
anyone but you,0.3928571428571429,0.9814814814814814,R,will gluck,"Ilana Wolpert, Will Gluck",0.2103321033210332,"ilana wolpert, will gluck","['ilana wolpert', 'will gluck']","['ilana wolpert', 'will gluck']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423
deadpool & wolverine,0.5714285714285715,0.9907407407407408,R,shawn levy,"Shawn Levy, Rhett Reese, Ryan Reynolds",0.2594095940959409,"shawn levy, rhett reese, ryan reynolds","['shawn levy', 'rhett reese', 'ryan reynolds']","['shawn levy', 'rhett reese', 'ryan reynolds']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128
the garfield movie,0.3571428571428573,0.9907407407407408,PG,mark dindal,"Paul A. Kaplan, Mark Torgove, David Reynolds",0.2029520295202952,"paul a. kaplan, mark torgove, david reynolds","['paul a. kaplan', 'mark torgove', 'david reynolds']","['paul a. kaplan', 'mark torgove', 'david reynolds']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479
mother of the bride,0.1607142857142857,0.9907407407407408,TV-PG,mark waters,"Brooke Shields, Miranda Cosgrove, Benjamin Bratt",0.1549815498154981,"brooke shields, miranda cosgrove, benjamin bratt","['brooke shields', 'miranda cosgrove', 'benjamin bratt']","['brooke shields', 'miranda cosgrove', 'benjamin bratt']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495
beetlejuice beetlejuice,0.5714285714285715,0.9907407407407408,R,tim burton,"Alfred Gough, Miles Millar, Seth Grahame-Smith",0.2594095940959409,"alfred gough, miles millar, seth grahame-smith","['alfred gough', 'miles millar', 'seth grahame-smith']","['alfred gough', 'miles millar', 'seth grahame-smith']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297
the idea of you,0.4464285714285716,0.9907407407407408,R,michael showalter,"Anne Hathaway, Nicholas Galitzine, Ella Rubin",0.2546125461254612,"anne hathaway, nicholas galitzine, ella rubin","['anne hathaway', 'nicholas galitzine', 'ella rubin']","['anne hathaway', 'nicholas galitzine', 'ella rubin']",['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606
if,0.5000000000000001,0.9907407407407408,PG,john krasinski,"Cailey Fleming, Ryan Reynolds, John Krasinski",0.2140221402214022,"cailey fleming, ryan reynolds, john krasinski","['cailey fleming', 'ryan reynolds', 'john krasinski']","['cailey fleming', 'ryan reynolds', 'john krasinski']",['Animation'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135
the fall guy,0.5714285714285715,0.9907407407407408,PG-13,david leitch,"Ryan Gosling, Emily Blunt, Aaron Taylor-Johnson",0.2952029520295203,"ryan gosling, emily blunt, aaron taylor-johnson","['ryan gosling', 'emily blunt', 'aaron taylor-johnson']","['ryan gosling', 'emily blunt', 'aaron taylor-johnson']",['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
end of the spear,0.5178571428571429,0.8148148148148148,PG-13,jim hanon,"Louie Leonardo, Chad Allen, Jack Guzman",0.2287822878228782,"louie leonardo, chad allen, jack guzman","['louie leonardo', 'chad allen', 'jack guzman']","['louie leonardo', 'chad allen', 'jack guzman']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070
elvira madigan,0.5535714285714287,0.4629629629629629,PG,bo widerberg,"Pia Degermark, Thommy Berggren, Lennart Malmer",0.1660516605166052,"pia degermark, thommy berggren, lennart malmer","['pia degermark', 'thommy berggren', 'lennart malmer']","['pia degermark', 'thommy berggren', 'lennart malmer']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
the kid stays in the picture,0.6071428571428572,0.787037037037037,R,nanette burstein,"Robert Evans, Eddie Albert, Peter Bart",0.1734317343173431,"robert evans, eddie albert, peter bart","['robert evans', 'eddie albert', 'peter bart']","['robert evans', 'eddie albert', 'peter bart']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659
it ain't over,0.7678571428571429,0.9722222222222222,PG,sean mullin,"Andy Andres, Roger Angell, Marty Appel",0.1955719557195572,"andy andres, roger angell, marty appel","['andy andres', 'roger angell', 'marty appel']","['andy andres', 'roger angell', 'marty appel']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107
mahler,0.5535714285714287,0.5277777777777778,PG,ken russell,"Robert Powell, Georgina Hale, Lee Montague",0.2546125461254612,"robert powell, georgina hale, lee montague","['robert powell', 'georgina hale', 'lee montague']","['robert powell', 'georgina hale', 'lee montague']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295
the dark horse,0.6250000000000002,0.8981481481481481,R,james napier robertson,"Cliff Curtis, James Rolleston, Kirk Torrance",0.2878228782287823,"cliff curtis, james rolleston, kirk torrance","['cliff curtis', 'james rolleston', 'kirk torrance']","['cliff curtis', 'james rolleston', 'kirk torrance']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983
stephen curry: underrated,0.6071428571428572,0.9814814814814814,PG-13,peter nicks,"Stephen Curry, Bob Mc, Killop, Jason Richards",0.2361623616236162,"stephen curry, bob mc, killop, jason richards","['stephen curry', 'bob mc', 'killop', 'jason richards']","['stephen curry', 'bob mc', 'killop', 'jason richards']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840
carrington,0.5178571428571429,0.7222222222222222,R,christopher hampton,"Emma Thompson, Jonathan Pryce, Steven Waddington",0.2767527675276753,"emma thompson, jonathan pryce, steven waddington","['emma thompson', 'jonathan pryce', 'steven waddington']","['emma thompson', 'jonathan pryce', 'steven waddington']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
burden,0.5000000000000001,0.9351851851851852,R,andrew heckler,"Garrett Hedlund, Andrea Riseborough, Forest Whitaker",0.2619926199261992,"garrett hedlund, andrea riseborough, forest whitaker","['garrett hedlund', 'andrea riseborough', 'forest whitaker']","['garrett hedlund', 'andrea riseborough', 'forest whitaker']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
georgetown,0.4107142857142858,0.9444444444444444,R,christoph waltz,"Christoph Waltz, Vanessa Redgrave, Annette Bening",0.1955719557195572,"christoph waltz, vanessa redgrave, annette bening","['christoph waltz', 'vanessa redgrave', 'annette bening']","['christoph waltz', 'vanessa redgrave', 'annette bening']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
miles ahead,0.4464285714285716,0.9074074074074074,R,don cheadle,"Steven Baigelman, Don Cheadle, Stephen J. Rivele",0.1992619926199262,"steven baigelman, don cheadle, stephen j. rivele","['steven baigelman', 'don cheadle', 'stephen j. rivele']","['steven baigelman', 'don cheadle', 'stephen j. rivele']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589
the king of kong: a fistful of quarters,0.7321428571428573,0.8333333333333334,PG-13,seth gordon,"Steve Wiebe, Billy Mitchell, Mark Alpiger",0.1217712177121771,"steve wiebe, billy mitchell, mark alpiger","['steve wiebe', 'billy mitchell', 'mark alpiger']","['steve wiebe', 'billy mitchell', 'mark alpiger']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120
the devil's violinist,0.3750000000000001,0.8888888888888888,R,bernard rose,"David Garrett, Jared Harris, Joely Richardson",0.2804428044280443,"david garrett, jared harris, joely richardson","['david garrett', 'jared harris', 'joely richardson']","['david garrett', 'jared harris', 'joely richardson']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
a tale of love and darkness,0.3750000000000001,0.9074074074074074,PG-13,natalie portman,"Natalie Portman, Gilad Kahana, Amir Tessler",0.1808118081180811,"natalie portman, gilad kahana, amir tessler","['natalie portman', 'gilad kahana', 'amir tessler']","['natalie portman', 'gilad kahana', 'amir tessler']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662
cobb,0.4464285714285716,0.7129629629629629,R,ron shelton,"Al Stump, Ron Shelton",0.3025830258302583,"al stump, ron shelton","['al stump', 'ron shelton']","['al stump', 'ron shelton']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
godard mon amour,0.4821428571428572,0.925925925925926,R,michel hazanavicius,"Louis Garrel, Stacy Martin, Bérénice Bejo",0.2250922509225092,"louis garrel, stacy martin, bérénice bejo","['louis garrel', 'stacy martin', 'bérénice bejo']","['louis garrel', 'stacy martin', 'bérénice bejo']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613
muscle shoals,0.6964285714285715,0.8888888888888888,PG,greg 'freddy' camalier,"Rick Hall, Aretha Franklin, Keith Richards",0.2398523985239852,"rick hall, aretha franklin, keith richards","['rick hall', 'aretha franklin', 'keith richards']","['rick hall', 'aretha franklin', 'keith richards']",['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814
it's all gone pete tong,0.5892857142857144,0.8055555555555556,R,michael dowse,"Paul Kaye, Beatriz Batarda, Kate Magowan",0.1623616236162361,"paul kaye, beatriz batarda, kate magowan","['paul kaye', 'beatriz batarda', 'kate magowan']","['paul kaye', 'beatriz batarda', 'kate magowan']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576
chuck,0.4642857142857144,0.9166666666666666,R,philippe falardeau,"Jeff Feuerzeig, Jerry Stahl, Michael Cristofer",0.1918819188191882,"jeff feuerzeig, jerry stahl, michael cristofer","['jeff feuerzeig', 'jerry stahl', 'michael cristofer']","['jeff feuerzeig', 'jerry stahl', 'michael cristofer']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858
macarthur,0.4642857142857144,0.5555555555555556,PG,joseph sargent,"Gregory Peck, Dan O'Herlihy, Ed Flanders",0.3099630996309963,"gregory peck, dan o'herlihy, ed flanders","['gregory peck', ""dan o'herlihy"", 'ed flanders']","['gregory peck', ""dan o'herlihy"", 'ed flanders']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206
married life,0.4107142857142858,0.8333333333333334,PG-13,ira sachs,"Chris Cooper, Patricia Clarkson, Rachel Mc, Adams",0.1660516605166052,"chris cooper, patricia clarkson, rachel mc, adams","['chris cooper', 'patricia clarkson', 'rachel mc', 'adams']","['chris cooper', 'patricia clarkson', 'rachel mc', 'adams']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916
the wild child,0.642857142857143,0.4907407407407407,G,françois truffaut,"François Truffaut, Jean-Pierre Cargol, Françoise Seigner",0.1365313653136531,"françois truffaut, jean-pierre cargol, françoise seigner","['françois truffaut', 'jean-pierre cargol', 'françoise seigner']","['françois truffaut', 'jean-pierre cargol', 'françoise seigner']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723
lonesome soldier,0.4107142857142858,0.9814814814814814,R,nino aldi,"Alexander Randazzo, Lionel Chetwynd, Linda Lee",0.2324723247232472,"alexander randazzo, lionel chetwynd, linda lee","['alexander randazzo', 'lionel chetwynd', 'linda lee']","['alexander randazzo', 'lionel chetwynd', 'linda lee']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716
princess kaiulani,0.3928571428571429,0.8518518518518519,PG,marc forby,"Q'orianka Kilcher, Barry Pepper, Shaun Evans",0.3099630996309963,"q'orianka kilcher, barry pepper, shaun evans","[""q'orianka kilcher"", 'barry pepper', 'shaun evans']","[""q'orianka kilcher"", 'barry pepper', 'shaun evans']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449
blaze,0.3750000000000001,0.6666666666666666,R,ron shelton,"Paul Newman, Lolita Davidovich, Jerry Hardin",0.2730627306273063,"paul newman, lolita davidovich, jerry hardin","['paul newman', 'lolita davidovich', 'jerry hardin']","['paul newman', 'lolita davidovich', 'jerry hardin']",['Biography'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
my father's glory,0.6607142857142858,0.6759259259259259,G,yves robert,"Louis Nucéra, Marcel Pagnol, Yves Robert",0.2177121771217712,"louis nucéra, marcel pagnol, yves robert","['louis nucéra', 'marcel pagnol', 'yves robert']","['louis nucéra', 'marcel pagnol', 'yves robert']",['Adventure'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469
